Sentiment,Text
1,@Astro_Mike I have just been looking at some Hubble photos to inspire and remind me where earth is and the human condition!
1,@Astro_Mike do you really think you will ever be able to forget it? I think not.unless u r going 2 b plagued by some old age disease )
1,@Astro_Mike I bet you are ready for some gravity hu...lol
1,@Astro_Mike My ambition when I was 13 was to be an astronout - I was an avid follower of the Apollo missions and the first moon landing
1,@Astro_Mike welcome to Twitter and post photos soon please!
1,"@Astro_Mike You're a great Dad! My parents never missed a recital, performance or game Have a wonderful time"
1,@Astroair u r certainly welcome pal
1,@astroantiquity Take a vacation leave.
0,@Astrobats
0,@Astrobats I'm a descendant of William Wallace
1,"@Astrobats Hey, I liked that movie too~ It was kinda Nightmare Before Christmas meets smthg else. But cool "
1,@astroboy @modernmod thx! Yeah outside Urbane Cycle
1,@astroboy All in a day's work for @TheStyleBox
1,"@astroboyisgay Makes sense I had, like, a Mensa moment there "
0,@astroboyisgay that's a very lovely song. Heartbreaking din so close yet so far.
0,@astrobrain Couldn't find any of them my comic store sucks.
1,@AstroDamo had 3 people on this train tweet the same issue
1,"@astrodominie sometimes, the mind is a scary place "
1,"@astroengine ahhh, understood. Kind of like hurricane logic "
1,"@astroengine and @Bellatrixlestar, Thanks for the Retweets. "
1,@Astrogirl426 I didn't start that one... didn't want to get into too much. I've got 3 virtual pets and hatchlings... too much!
1,@Astrogirl426 It sure is
0,@Astrogirl426 most bummeriffic...
1,@astrogirlrocks I played Saqi when I showcased Native State Records on my show with Bluetech http://bit.ly/pCka4
1,@astrokids Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip
0,@aybmj i hate school too and it's a long day tmr.
1,@aybuuue Hey don't be. Light up.
1,@aybuuue then DANNY! xD... noo... mhhhm... elvis is awesome
1,@aycstacy I love it. I wanna blog. Ill buy my camera now
1,"@AYDEGRAY haha. i've never beeeen. so srsly, i'm totally down for a trip out there! sushi soon? we're gonna make it happen. swear. hah"
1,@aydin1954 you haven't seen himym yet?
0,@aydiosmioakia it only works on the bold and 8900. I don't have that
0,"@aydos gimmie a break, seriously? if you REALLY wanted to listen to nu nrg the phone wouldn't stop you "
1,@Aydsman sif get a ricer and not a huge blow-off valve you make your presence felt when you come around the block shifting gears
1,@ayeashleigh exacters lol
0,@ayeashleigh i only have 30
1,@ayeashleigh need to talk to you myspace?
1,@AyeBloodyRight thank you millions!
0,@ayechbee haha...you said San Lorenzo and I was like ooh! you're in Cali...but no! Have fun shopping though
1,"@AyeDamnG I hate infomercials and that's a good point, I think they all are. "
0,@ayeekat why not! i was going to go tonight !
1,"@AyeeMarie Lol. mmm. i'll txt you after i shower, #1. muah! haha."
0,"@AyeEmTee wear the dress, it'll perk up this yucky day. I am wearing sweatpants...my back went out "
1,"@Ayeffen Well, see, there's also teacher's votes. The teachers probably don't like me. "
1,@ayeforale welcome backkkk
1,@Ayejayy youre welcomeee i hope today was a good day for yooouh
1,@ayeleen i don't even know haha. I am weird. But I think I am just going to use my other one. so I will follow you on that one
1,@AyeletS LOL indeed it looks like some animals skull I just can't pinpoint which one possibly prehistoric
1,@ayelex So are you
1,@ayeliesown AWESOME haha jk hows summer
1,"@Ayelis As it turns out, I was visited by a co-worker who got a 2-for-1 deal at the local bakery. Same thing. "
0,@AyeMagicSam kanye is not on twitter its official.. He said it on his blog.. So the one we tought is a fake.. Another one
1,"@ayemee_em ahahaha i LOVE that movie, it's totally underrated!!! "
1,@AyemMahyo Just saw a cute pic of mine wearing my spectacles.
1,@ayende Maybe you can web 2.0 your site with your latest tweets
0,@ayende only if I push that to production right...
0,@ayende Sounds like you're having a great trip
0,@ayeshabilqis yes for sure i was so upset that i couldnt think of anything
1,@ayeshahalam - yup! let's see how judicial the judiciary is
1,"@ayeshahalam Indeed, rooting for the underdog is always rewarding So SO bored right now, nothing good on TV either... *sigh*"
0,@ayeshahalam Just saw the hookie tweet.
0,@Ayeshatakia hey! Are you for real? I thought it always rains in mumbai...we need it here in delhi where its like living in a hot furnace
1,@ayesi awww!! hehe! Thanx A! V-HUGS!! Howz ur trip?
0,"@AyeUpLaura omg i remeber when i use 2 go out every friday and saturday and drink in feild with m8s, but dont no more i missing out haha"
0,@Astrokitty I'll be there at 9... but the team I always watch plays at 7 also.
1,@astrologerthe 'Sweet truth' Indeed!
1,@Astrology_ca You are very wise. Of course a little TRAINING would help too We have mystery schools but everyone wants &quot;instant&quot; sheesh!
1,@AstronautKI Nothing much big dawg watching the Hills no lie
0,@AstronautKI you shoulda came to cyrus
1,@astronewth CharlottenThon støttes
1,"@Astronick not really just leaving flat now, on the lookout for lunch fancy having a wee stroll but dunno where... Oh well!"
0,"@Astronick so just a leisurely stroll... :-P actually doesn't sound too bad, but it'd take me a whole day! (gippy knee&amp;ankle )"
1,@astronomyrocks Aha! I got dm from Stephen!!!
0,@astropix the livejournal site is locked
1,"@astrospacenow Hey there! Thanks for that It's been very busy over at Discovery, but I need to find more time to blog! I'll get there ;)"
1,@astroSparkles love the bull in a china shop symbolism
1,@astrowebgirl You may have to upload from your computer to twitpic. I hope this gets solved b/c I'd love to see more pics from you.
1,@astrowebgirl I like Taurus not yet but I will I like this kind of stuff
0,@astrowebgirl it's not going to work the same again
1,@astruc Srsly?
0,@AstrudRayograph I heard a rumour he was playing... missed him though
1,"@astyles101 hell yeah, affordable if you're rich!! LOL ... naw but I always wanted a vacation apt/home in Cali where are you now?"
0,@astyles101 the only alcoholic drink I like is tequila/margarita. I wish I cud get the same flavor as a non-alcoholic drink.
0,@astynes Ag no... sorry Ambs ***HUGE HUGS****
1,@astynes going to read it now.
0,"@astynes Goodmornin Amber my friend.((HUGS)) Edward is yumsky. Dexter is a close second. lol! I love Midnight Sun, wish it was finished "
0,@astynes I don't get it either Amber... some people are touched. really.
0,@astynes I don't have a VCR...
0,@astynes Oh no man sorry Ambs! That's fcukin awful ***HUGE HUGS***
0,@astynes Oh no. *hugs* Sorry A. What happened?
0,"@astynes Ooh that sounds divine! I'm done with the jokes now, got to work.... "
1,@astynes That's great news Amber! Happy for you. Enjoy yourself at home. *hugs*
0,@astynes Waiting 4 month end 2 buy shirts &amp; I need 2 find an inkjet printer.
1,"@astynes Yes, at least we know the ending. lol It is the best series I've ever laid my hands on. Stephenie Meyer is GENIUS!!"
1,@ASuiteHeart89 I spotted your addiction Featured here: http://ykyat.com/~37n4b
0,@AsukaBlossoms *points to @SableSnow * I didn't do anything wrong and he is acting really mad at me
0,@asumbaji sorry you feel that way
1,@asummoner u r always welcome except for end of semester exams period
1,@asundaysmile5 i'll give you a sunday smile
1,"@asunder @velveetahead glad you survived the night! Hope @durnic is surviving the morning, speedy recovery to you "
1,"@asurana you're welcome, I haven't used aptana in &gt;6 months, let me know if you like it. "
0,"@AyeUpLaura omg not you, @nessie111 dont bleve me either and thats better most haha"
1,@AyeUpLaura yeaaap eeeh was goos though.
1,@ayeyackie damn i wish! shit i want him
0,@AyGuh NOOOOO I'm standing in front of the movie part taking stubs
1,@ayhdiv : working means am getting bored in my case
0,@Ayiiia me too!
0,@AyindeSings I miss her too
1,@Ayla_F Careful...they bite!
1,"@Ayla_F Oh sweetie that's ALWAYS the way. Once you've bought something, stop looking! Hosting is one thing. Try doing it with a HOUSE! "
0,@AYLAtheDREAMER no sign at all of him arghhh arghh
0,@ayliya I'm close to tears myself right now. Poor Rafa
0,"@ayliya Sveta is such a sweetheart-she really deserved another Slam. I just wish the ending could have been better, for both of them "
0,@aymanfm very cool! google is still in the lead tho
1,"@Aymansays Hope it's going well lovely! I went to the park to edit my Woolf essay, nature = inspiration hahaha! xxxxx"
1,@Aymantm follow them .... they will follow you
0,@aymazinn im sick . Flu &amp;&amp; cramps at the same time
1,"@Aymeedawn his Whisper Site Stuff. Yeah.. still rollin my eyes, but I know of worse things he could be doing. "
0,@aymentv - was that in the same place where that pilot reported seeing orange spots?
1,"@aymiephen Aww, yay! He's a good guy. "
1,@Aymsters aww how cute is that!? I just take care of my little cousins...they're so fun! but they can be sooo mean!
1,@Ayna89 Nice Enjoy! I'm going to see Terminator Salvation very soon with my neighbor and some of his friends ^ ^ chu chu
1,@AyNakoBea just text me okay? BYE
1,"@AynsleyLister you were amazing in manchester, think i may be seeing you at the academy "
1,"@AyoAdigun Glad you like it! Thanks for our first hashtag, too "
0,@ayoanthy i know. I thought it was cool at first but it got boring and depressing MILA
1,@ayoclobo awwwhh you shoulda gone it was bitchinn! i was so gone though hahah fnb is probably gonna come again soon thoughh
1,@ayoEsteban i took English 102 I liked it....im takin ENG 208 in the fall
0,@ayoilly She said its too late. That means its in recovery mode. You lost your data. She can call u but you cant get the data back. Sorry
0,@ayoilly you really like that clown?
1,"@AyoLeilani - mindbendersupreme@gmail.com is me, all day, love! let's make it rain magic on people's ears "
1,@ayomari it would be great if you came out to DC for a show
1,"@AyoMilu Not a fan of carrots at all, but I know they're very good for me. I'll work on it. Thanks for the advice.."
0,@ayomsb OMG I CANT DOWNLOAD IT
0,@AyoNish soooo um @OfficialSisQo never replied back to the tatted pic I sent him im a lil disappointed still a fan though
1,"@ayoobitch lol, figured, you and jmac always m&amp;g lol need em for the fs "
1,@ayoslang that's so cool!
0,@AyoSQUIRL yeah it is ! Lmfao I'm hungry I want more but I'm on a diet hahaha
0,"@ayotavibaby ; yes, we will! man.. i be trying too! she was here &amp; ppl were like WHY are u so excited?? lol, i didnt get to see her tho "
1,@asus_chaos I'm sorry you got to bed so late. We can take a nap together today.
1,"@ASUS_NA twas not more than a joke, sorry My new EEE1000HE is shipping currently ;)"
0,@AsusUK so unfair not open to Ireland
0,"@asuttles Eww, I'm sorry girl. Hope it passed quickly with no morning side effects. "
1,"@asuttles Helps to have such a great model! More shots still to be posted, so stay tuned! "
0,"@asuttles yep, that was for you but for some reason whenever I try to text your name I hit Twitter instead...sorry "
0,"@asveikau As a hockey fan w/ no clue re: win32 , I am SO curious what that means. But it's accurate, Sidney Crosby should be invalid "
1,@aswedriveawayy its preshredded hahahahahaha. Okay...craving the cheese now.
0,@asweetdee come backkk soon!! i want to see you
0,@asweirdasyouare i don't really want to talk about it over twitter.
0,"@asweirdasyouare i have to go to christine's open house. i'll be back around two, though."
0,@AsWeSoar Wish I was in ohio
1,@asym Love the unique accordion thief buffs - thank you!
1,"@Asynjur must live in a blackhole! I've been eyeing different flavors lately, cause i'm waiting for my SLUSH MUG to arrive "
0,"@aszeg i just laughed so hard, but it probably is a sign. it's the 13th, which is when you'll be coming back from conneaut "
1,@aszolty cool share the schematics B-)
0,@At_The_Sky_line summer school sucks I'm sorry
1,@at1mp Absolutely! Here ya go http://bit.ly/qmI7k Thanks for your interest and Attention
0,@At3f3h Did you restart without shutting down properly? That happened to me and it all reset itself.
0,@at3k we need tickets!!! diplo did not respond to my tweet
1,@atafuni just tell him to shut the fuck up -GTL
0,@ataleof2mokeys ah. I don't have it though
1,@atampa &amp; @Shell_Nicole you guys r funny glad ur my friendies!!!
0,"@ataniell93 Yeah, well, touching my nose and mouth didn't help the wheezing. I keep inhaling peppers. "
0,"@ataraxi I'm sorry, but they've been saying that for the last 60-80 years. I don't think you'll witness any chaos "
0,@Ataraxis00 this really sucks
1,@ataribigsby ooooo the fabled Nummy tree! And i dub my new nickname Fourthmeal
0,@ATarpey I was wondering the same thing.
1,@ataylor75 &quot;hello&quot; I'm speaking quietly seeing as you're feeling a bit squiffy...
0,"@atayraco man, i miss working with you get me job at the theatre!!! &lt;3"
1,@atbandre that's so cool that you have a black bunny. I hope you liked the picture of our mr.pebbles he is a black too
1,@ATBdude Good luck!
1,"@ATC1982 Good morning to you too, and thanks We'll be keeping this up to date during the competition!"
1,"@atchoum1979 Where you at? No tweeting today? No gardening either, I bet?"
1,@atcrawford is that a bitter fan I hear? you know he almost went to Bama
0,@ate_mary_ann work on a Friday night...that's even worse.
1,@atebits ...and to quick to get the intruduction price!
0,@atebits appreciate the status update.. I've been furiously refreshing the app store since last week what a bottleneck
0,@AYoTaviBaby gracias yo foreal lol! Uhm idk I suck with names. I'll let ya know if anything comes to me.
1,@AYOtheproducer cool well that sounds like a plan to me i can't wait to get to go back in to the studio...one song at a time though ;(
1,@ayou055 ...the original Dread Pirate Roberts...nice one!
1,@AYoungOne Thanks for the retweet!!
1,@ayraerae i'm doing good too are you on on holiday?
0,@ayravillanueva awww! i want it too.. but no class... so no allowance....so no money
1,@ayschucks welcome back! was wondering what happened to ya! your niece is a cutie!
1,@Ayshah_ haha! then you're one kewl mom!
0,@Aysun29 oh thats a shame u cant make it to tylers party was gonna offer a lift. How was yr weekend?
0,@Aysun29 Where have u beeeeeeennnn?? Have u fallen pou of twitter love
0,"@AyuAdita iyaa,lawan afsel ,Tp kurang semangat yu! Si xabi gak main Tp davidnya cakep yuu,hehe http://myloc.me/4Gw2"
0,@ayubella haha. im so bored. really REALLY bored. and my internet is so slow today. Ugh! I hate it!
1,@ayudevina going to bed! take care. . . talk to you later
1,@ayudevina oh that's cool! i saw it and liked it a lot i'm doing a number of camps and then going to disneyland!
0,"@ayudorama btw bb, i was wondering.. what's going to happen to the family song now? it was created not long ago even.. t__t"
0,@ayudorama IKR I'm looking forward to June's promo though :x haha.. Now that i know it's a monthly thing!
1,@ayueve Yeah... hei hw is life going
0,@ayumi_rollan and @trixxaayyy are not home yet
0,"@ayumi_rollan books, check! but other than that NOPE, my mom keeps postponing our &quot;shopping date&quot; "
0,@ayumi_rollan I love that movie! It made me cry.
0,@ayumi_rollan im scared too :| Who leaves?
0,@ayumi_rollan YEAH. AC's fault. at least you have tacos. =p~~
1,@AyumiDangerrr ahrggg. He knew my name... Cause my friends said it out loud. Omfg! xD good luck!
0,@ayundachinta acount executive. Haha I wud love but too bad gue belom ngetop http://myloc.me/45MZ
1,"@ayusman11 Hi Welcome to DateTwit/Twitter We'd all love to see a pic! Check this out, too: http://bit.ly/1a1Une"
1,@Ayvii http://www.zshare.net/audio/605405087d0617de/ listen to that.. thats a happy song lol
0,@ayvonnecato you should be ashamed of yourself. To use that name in this topic. WHY!WHY!WHY! WHY would you do that. From TBSN
1,@Ayyaya gooodnight pretty
0,"@Ayyaya zomg, i was totes at the ritz! GUH i left before you sent that tweet "
0,"@AYYDREEAHNAH Yes I'm happy you made a twitter. all you gotta do now, is KEEP twittering. adry, i hate swine flu "
0,@ayyebrendah yeah my friend offered to take me if i pay for gas so i did. also we sum jobless pplz
1,"@ayyjaygee Aww that is so sweet of you to do, thanks so much "
1,@ayyoangela sry i'm not replying.my iPhone is backing up right now so yeah..but if u restore it then it'll be fine. just back it up first
0,@ayyodaph hehe aw man he called me last night he wants to be in cali why was everyone amazing last night? uhmayzinguh
0,@ayyooo take 2 advils &amp; a redbull - should help
0,@ayyy_courtney i had to renew my passport.
1,@Ayz Thank you!! And happy Birthday!
0,@aza1234 i cant you know where your really tired but liek you cant get to sleep and its annoying lol
1,@azaaza Hi Aza yes finally Bloxes arrive in Europe!!!
0,"@azabedi i am sorry to hear that so whats the next step, is goverment with him?"
1,@AzaDiMambro done it's in your direct messages
1,@azaelive plz follow me
1,"@Azage yep, session tonight...after my shopping spree "
1,"@azaldua glad to hear I've not missed anything. Should they have? If I write into google chat, it turns the right way around."
0,@AzaleaAir ok...sorry i didn't make it out. I ended up babysitting. Call me tomorrow.
1,@azandiaMJBB Entirely my pleasure
1,@azandiaMJBB Experience... it comes with the territory when one is ancient!
1,@azandiaMJBB haha if she would have me. idk if my GF would be cool w/it?
1,"@azandiaMJBB I love love love to see and hear snow. So much so that I spent holidays in Norway one year, where that pic was taken"
1,@azandiaMJBB Ritz says the Derby is over..on to the Preakness.He's consulting with his personal haberdashery on designs for the next race
1,@azandiaMJBB Thank you so much for retweeting Mary! You're a sweetheart!
1,@azandiaMJBB Thanks. And yes this song is for those who have suffered loss and for survivors!
1,"@azandiaMJBB There are few people in the Twitterhood as worthy of a recommendation as you, dear heart! "
1,@azandiaMJBB Well come back for a visit! Airfare is pretty cheap these days!
1,@azandiaMJBB: &quot;Love it!!!~~ Thank you @AgentSpymonkey: &quot;@DJDreamy: &quot;Love Is a Battlefield ~ Pat Benatar {NO... ? http://blip.fm/~7cydg
1,@azaxacavabanama kashtam ! wonder what would be the similey for CSK
1,"@azaxacavabanama and about that Russian Tennis stars' legs,&quot;Mind la vechukaraen,pinnadi use panraen&quot; "
1,@azaxacavabanama better still is &quot;angles and daemons&quot;
0,@AZBlueEyes I REALLY should be in bed though I am sleepy
1,"@AZBlueEyes I have a new computer so I'm very careful, I can be clumsy it's a laptop but I have a netbook too but needs a new cord"
0,@azboogie didn't get to see you! looks like I'm going to have to come LA!!!
0,"@azbubba Good, but not in Ireland. "
1,@azdaniels I finally found some at a Circle K on 7th st and Bethany. In up-front cooler across from register. I left a couple.
1,@azeentey good luck!!
1,"@Azeleen *lol* Me? Wow, that's the first time I've been called the &quot;Mighty One&quot; XD This a/noon I sorted paperwork, nothing exciting "
1,@Azeleen @generalprofound i feel like you guys are conspiring LMAO j/k continue
0,"@azeleen dang, if only my chem teacher was here!! dont you multiply it by something and subtract 32...? i dont remember lol"
1,@Azeleen IKR=I know right. PS: I learned that acronym from @KatGirl44.
1,"@Azeleen no u did nothing wrong, just stating that u only know ppl who cant talk english me being 2 fast 2 write &amp; not fast enogh 2 read"
1,"@Azeleen oh u too? i am going to vote, i dont know whom yet, but i am going "
1,"@atebits btw, if, by any chance, I have a bug report/feature request do you have somewhere I should go to for that or just mail you? "
1,"@atebits Ground Control to Major Tom - Commencing countdown, engines on - Check ignition and may God's love be with you go go goooo"
0,@atebits I still see your coming soon video !! no download link
1,"@atebits P.S. on the tweetie-mac page, under 'bookmarklet' change 'single from' to 'single click from'. I believe that's what you meant. "
0,"@atebits sites.fastspring.com is taking its sweet time to do this transaction. Is it my internets, or is it their payment g/way?"
0,@atebits Tweetie 1.2 &quot;auto-scroll to top when new tweets arrived&quot; feature isn't working for me.
1,@atebits you should update your front page (tweetie for mac: coming soon?) just dl'd it
1,@Atech_Speaks I've always enjoyed listening to Al. He's good with both large and small crowds. Honest and genuine. #rsc2009
1,@AteLulu hahah. I think I was addicted to Kdramas for like a year back in 2004. it's hard to let go.
1,@AteLulu we're on it Ate Lulu! i won't sleep in 2 days. hehehe
0,@aterry11 I know It sucks.. Thanks girl..
1,@atesstt u really like animated cartoons ha!
1,@aTexasAttitude I think everyone deserves to be happy! Did you decide to go back to the office? How is life in the hill Country?
1,@aTexasAttitude i'm making dinner and watching needful things and tweeting does that count as multi-tasking?
1,@atexasattitude I'm sorry darling... I'm all over the place tonight.. I didn't mean to neglect you..
1,@aTexasAttitude Oh i'm sure you are dear
1,@aTexasAttitude There is no such thing as enough feeders so they don't scrap.
1,@Ateyaaa lol..I WILL..try..lol..just kidding and thanks I pray I will
1,@ATG Awww... thank you. @PassionAndSoul took them of me at FSA's Beltane at the end of March. He reaches my soul &amp; captures my essence...
0,@ATG I was. It appears that Twitter is re-adding/removing people tonight. Almost like a flood of adds/removes
0,@ATG yes. thank you. charlie was sleeping on my lap and something happened and she scratched the hell out of me. more than just that.
1,@atgeist Watch out for my daughter...LOL! Have a great time and good luck in that bingo tent!!!
1,"@atgiggleswick - imo, the TV you watch a movie on matters half as much as a nice sound system, with a clean amp and larger speakers "
1,"@atgmonline awready,i love this shyt!"
1,@ath1e Hey Athie!
0,@ath1e We ALL miss U
1,@athanaelucev And you can never take a sick day on a public holiday... *sigh* good luck getting all your work done
1,@atheistium dont you love the awkward claps and even more awkward laughter at the bad jokes?
1,@AtheistToolbox Glad you liked it
0,@Athelwulf I did indeed. I had the pleasure of moving the Herald from the old building to the new one. Miss that job but pay was too low
0,"@athena_aztrid checked mail.sadly.we all agree.anyhoo,dont u just love tweetdeck? i wanna get iPhone n rid me of this iPhong already!"
0,@athena_aztrid my effing chat client keeps on crashing. paksyet
0,@azelmer that I didn't I woke up late! I was ready for my blue berry muffin too.. I forgot to grab it. I was mad!!! It sounds so good.
0,"@azelmer Yeah, it is good exercise, but it sucks dripping with sweat by the time I get to my desk! "
1,@azelmer yes please.. I get to go. Boss lady said so!!
0,@azendabb em ko th?y sys add v?y?
0,"@azendabb list c?a e l�c n�o c?ng ch? c� ss onl thui, ss l� host ?i "
1,"@Azh20diver Hey there, still learning my way around Twitter. How are you??? Where are you??? Yes - want know what you're up to..... "
1,@aziani The dentist is never fun.
0,@aziiiza Girrrrrl when am I going to see you again? I used to see you all the time before we ever met now I never see you!
1,@aziiiza Going on July 17-21. FCF &amp; They Were Stars will be there too Just trying to figure out sleeping arrangements now.
1,@Azikale Are you suffering with Dave Syndrome? Have you been jumping on the roof of a car in a loincloth?
0,@azimsookoor NO IT'S NOT. IT'S LIKE ME CALLING YOU COCO
0,@azitaghanizada That's awesome! Did they ever ask you to come back to daytime GH? I thought you'd be at Robin's wedding!
0,@azitrules cause they are being lame and not allowing us to use it
1,"@Azizco910 haha fair enough. well, when you get back to sleep, sweet dreams "
0,@Azizco910 study here. i just hate waiting!
1,"@Azizco910 yeah, I saw what you douches were doing xD don't worry, I'd do the same, but w/ random donations to everybody else "
0,@azizijones dang.. ur gettin off cheap! cuz I still have my adult tooth stuck up there.. its gonna cost me mor like 6 g in the end...
0,@azizijones lol - good u have the less expensive option! thr is no crown in my future until i have the $ im praying it doesnt fall out!
1,@Azizshalan u have a great weekend too.....
1,@AzLeeshy I'm not on here much as of late. Still settling in and doing my best to find work. Hope all is well with you!!
0,"@Azlen Brad, I've been missing you lately "
1,@Azlen not in my family
1,@Azlen thats good to hear... other than cranky baby
0,@azlinzxzxc totally agree
0,"@azlisa I was at work and there were sad things going on I'll talk to you tonight, though!"
0,@AZLK That's sad especially because the best hats are well worn &amp; loved &amp; have seen many games.
1,"@azmomofmanyhats Its in God's hands; if it doesn't pan out, there's a reason, so I'm not worried since I did my best "
1,@azmomofmanyhats Saturday was pretty much my day of rest this weekend.
0,@azmomofmanyhats She has an old laptop (sufficient for her abilities and needs) but the battery is worn ouit and the AC/DC pwr cord died
0,@Azn_Barbie I met a girl with the same shoes and she said they hurt her feet and I should be careful. It might be psychosomatic.
1,"@AZNativeGrandma I'm a hockey fan, too. "
0,@aznbean oh boo
0,@aznbean Ouchie... not good.
1,@Aznchica2002 Haha. You're welcome! I really love how they were part of the Persons Of The Week segment!
0,"@Aznchica2002 i didn't know about pre concert till too late. so did post concert in providence, ri. no ap. i'm visiting fam now."
1,@Aznchica2002 sure thing send them to sej001@lvc.edu and i will use them if 2 more people don't send them in
1,@Aznchica2002 your picture is awesome! i wish i could draw! lol
1,@azndragon1 whoohoooo. a few more days before i start working again! lol so who do i report to on thursday?
1,"@aznew I can't wait, but in the meantime. http://bit.ly/UYldc"
1,"@azngeek sure sure, in 5 years (when he has won more) if noone beats him. But right now, Federer is the best ever "
0,"@azngel I AM SORRY BB, BUT I REALLY HATE HIS FACE "
0,@aznJaime well duh. Cause you never wrote me a letter
0,"@aznkiiim i have the money to go, just not the time to I had like 5 day of time off saved...but i used to it to stay in ptown"
0,@aznkiiim i wanna coooome lovelovelove hawthorne!
1,"@aznmacboi well, you're like half Kanye, he's a gay fish and you're just gay (you'll only get that if you're a Southpark fan, lol)"
1,@aznmacboi you got a big ego.. such a huge ego.. i love your big ego.. you walk like that cuz u can back it up lovvvee u booiiwwwaayyy
0,@aznmichelle i know its been way to long
1,@aznpanda206 awwww i would love to see the lesbian side of you ... lol love yah co!
1,"@aznsw33te yea..i loved that movie..i cried...joel would hav loved it, definitely "
1,@azombienamedv I'm doing it now! HEEEEY!!!
1,@azooooka yesss lots and lots of fun. theres a few pics on the blog ! ill send you the rest when i get them
1,"@Azoth31 Nice! What are you studying? Is it wine-related? I've been working really hard on my new nonprofit, @swap_team - check us out!"
0,@azprgal OmG I wish I could take him/her in! I would like to have a car before I try to get a dog though. aww it's so cute!
0,@azraeel Boo i got Chores and maybe some more painting in the kitchen
1,"@azrael haha my second family. Amazing sunsets, clean air, and the worst/best hick town ever lol but I'm in York this week. "
1,@AzraPhoenix hey! Aussie qualifier tonight at churchies. Yom is coming too so you won't be the only girl
0,@azrillunatic a'ah kan.. fb nih nape ntah lately nak comment tgu load pun berjam
1,@Azrillunatic blue is always my last choice.. Wat about kinky pink?
0,@azrillunatic everyone else gone for lunch except me
0,"@azrillunatic: @xmellyssax ooo tu bkn problem tweetdeck, tu sbb internet connection u slow, i dok kerap jadik.. : ye ke? ok. now i know "
0,"@azroth Unfortunately, I didn't do it on purpose - itunes shuffle did it. It followed up with Dreadzone, so no life-ruin music-trauma. "
1,"@azsamad err.. first finger on third fret 2nd string... 4th finger on.. ahhah, nanti i check "
1,"@azsamad i also got two chord song, can request consult? "
1,@azstar165 Devied eggs are awesome. Save some for me. Enjoy your family day Sam!
1,"@azstar165 Good movie! I never was a Narnia fan until I saw the 1st one, definitely loving all the new movies now. :-D"
1,@azstar165 Is our Chili and Cornbread ready yet?
1,@azsunshinegirl7 (((AZ))) You are ALWAYS soooooo sweet!!!
0,"@azsunshinegirl7 I have my days, today is a tuff day, I miss my skittles. She was such a good dog. I almost wish I had the money f ..."
1,@Athena_goddess I think it is supposed to be nice here for most of the week.
1,@athena25 no just a very shiny laptop screen are you and S around this weekend?
0,@AthenaATL i know im insane. many people have told me that and im not meaaaaaaaaaan
1,"@AthenaBoncan thanks, glad you found Donald Trumps bcard on my blog and shared it with your Twitter followers. "
1,@AthenaChristine I dont though
0,@AthenaChristine ino ino i feel so lazy being up for over an hour and havent hit the bathroom lol
0,@AthenaChristine yeah def do that. wow must be real irritable *hugs*
1,@AthenaFatale - i love twatting during a great show. enjoying yours. almost came. to dada i mean
1,@athenahollow I meant that could be an item for your geeky scavenger hunt
1,@AthenaParthenos all the english language is in ruins and internetically (see we're on the same page) you're just fine haha
1,"@AthenaParthenos haha, i think you've already done a better job learning it than most native speakers "
0,@AthenasArmoury I see the cart but no items.
1,"@AthenasArmoury wow, thank you for the recommendation in your blog. i feel like a celebrity "
1,@athenaxo YAY CONGRATS
0,@athensky i am so effing confused as of how the messaging works on here. they're just gonna kick me out of school for some of this
1,@athenz07 No prob
0,@athfest @visitathensga @davejmatthews http://bit.ly/adJs0
0,@Athiinaa Fax me some breakfast tomorrow...pweese?
0,"@Athiinaa Lol! Awwww Are you enjoying the FOOD O_O and all-in all, my day was great!"
1,"@athinkingman Yeah, that's true. And moats &amp; dodgy expenses sometimes as well "
0,"@athl3ticQt4 @Marissacre we're totally still on, I'm just letting Dylan sleep in since he went to bed über late "
1,@Athlete065 how are you?
0,@Athlete065 join the club.
0,@athleteaesthete Anything Box was/is the stuff! I was trying to find &quot;Carmen&quot; &amp; &quot;Kiss of Love&quot; on there but they didn't have em!
1,@athleteaesthete awwwwwwwwwwwwwwwww! cats &amp; boxes go together like bacon &amp; eggs!
1,@athousandmyles paturoooo ng BG.
0,@athousandthanks wish I was there with you. Phx is to far away
1,@athugspassion Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip
1,@athugspassion hey hey hey
1,@athugspassion LOL thank you! it is in fact my bday.
1,@Athurr wonder what's up with tomorrow...................
0,"@AtiaAbawi ...argh, 130am "
1,@atiekth Right back at ya! ;)
1,@atif089 but its still great thanks
1,@atif089 even PR 3 isn't tht bad dude.... keep working on good posts.... certainly u will be getting a good PR within few months
1,@atinkerfairy thanks i've listened to blackout by @heidimontag 25 times&amp; I bought her EP we are true fans im gna watch the hills 2nite
0,@atkailash Awww. Sounds like that's the problem then. lol
1,@atkailash love the Aussiebum tweet fella. Too cute
1,@atkirby Good luck with website launch today
1,@AztecBeast We are driving there now. foreal!
0,@AzTejana84 as long as I entertain you...Since I don't have the voice to &quot;Soothe&quot; you're ears...
0,@azuberry ya see
1,@Azul_Azul goodmorning jess. Well I havnt really slept so yeah
